ts,machine_id,operator_id,engine_on,idle,fuel_l,load_cycle,belt_fastened,harsh_event,episode,sim_weather,sim_operator_skill,continuous_operation_min,fatigue_risk
2025-05-02 15:03,EXC001,OP1001,1,0,0.083,1,1,0,work,Windy,Beginner,402,0.548
2025-05-02 15:04,EXC001,OP1001,1,0,0.0947,0,1,0,work,Windy,Beginner,403,0.552
2025-05-02 15:05,EXC001,OP1001,1,0,0.091,0,1,0,work,Windy,Beginner,404,0.556
2025-05-02 15:06,EXC001,OP1001,1,0,0.0975,1,1,0,work,Windy,Beginner,405,0.559
2025-05-02 15:07,EXC001,OP1001,1,0,0.0947,0,1,0,work,Windy,Beginner,406,0.563
2025-05-02 15:08,EXC001,OP1001,1,0,0.0947,0,1,0,work,Windy,Beginner,407,0.567
2025-05-02 15:09,EXC001,OP1001,1,0,0.0963,0,1,0,work,Windy,Beginner,408,0.571
2025-05-02 15:10,EXC001,OP1001,1,0,0.0925,0,1,0,work,Windy,Beginner,409,0.575
2025-05-02 15:11,EXC001,OP1001,1,0,0.0961,0,1,0,work,Windy,Beginner,410,0.579
2025-05-02 15:12,EXC001,OP1001,1,0,0.0883,1,1,0,work,Windy,Beginner,411,0.583
2025-05-02 15:13,EXC001,OP1001,1,0,0.0789,1,1,0,work,Windy,Beginner,412,0.587
2025-05-02 15:14,EXC001,OP1001,1,0,0.0888,0,1,0,work,Windy,Beginner,413,0.59
2025-05-02 15:15,EXC001,OP1001,1,0,0.0879,0,1,0,work,Windy,Beginner,414,0.594
2025-05-02 15:16,EXC001,OP1001,1,0,0.0953,0,1,0,work,Windy,Beginner,415,0.598
2025-05-02 15:17,EXC001,OP1001,1,0,0.0787,0,1,0,work,Windy,Beginner,416,0.602
2025-05-02 15:18,EXC001,OP1001,1,0,0.0978,1,1,0,work,Windy,Beginner,417,0.606
2025-05-02 15:19,EXC001,OP1001,1,0,0.08,1,1,0,work,Windy,Beginner,418,0.61
2025-05-02 15:20,EXC001,OP1001,1,0,0.0958,0,1,0,work,Windy,Beginner,419,0.614
2025-05-02 15:21,EXC001,OP1001,1,0,0.078,0,1,0,work,Windy,Beginner,420,0.618
2025-05-02 15:22,EXC001,OP1001,1,0,0.0817,1,1,0,work,Windy,Beginner,421,0.621
2025-05-02 15:23,EXC001,OP1001,1,0,0.0885,0,1,0,work,Windy,Beginner,422,0.624
2025-05-02 15:24,EXC001,OP1001,1,0,0.0964,1,1,0,work,Windy,Beginner,423,0.626
2025-05-02 15:25,EXC001,OP1001,1,0,0.0927,0,1,0,work,Windy,Beginner,424,0.629
2025-05-02 15:26,EXC001,OP1001,1,0,0.0861,0,1,0,work,Windy,Beginner,425,0.631
2025-05-02 15:27,EXC001,OP1001,1,0,0.0911,0,1,0,work,Windy,Beginner,426,0.633
2025-05-02 15:28,EXC001,OP1001,1,0,0.0831,0,1,0,work,Windy,Beginner,427,0.636
2025-05-02 15:29,EXC001,OP1001,1,0,0.0873,0,1,0,work,Windy,Beginner,428,0.638
2025-05-02 15:30,EXC001,OP1001,1,0,0.0826,1,1,0,work,Windy,Beginner,429,0.641
2025-05-02 15:31,EXC001,OP1001,1,0,0.0828,0,1,0,work,Windy,Beginner,430,0.643
2025-05-02 15:32,EXC001,OP1001,1,0,0.0978,1,1,0,work,Windy,Beginner,431,0.646
2025-05-02 15:33,EXC001,OP1001,1,0,0.0783,0,1,0,work,Windy,Beginner,432,0.648
2025-05-02 15:34,EXC001,OP1001,1,0,0.0888,0,1,0,work,Windy,Beginner,433,0.65
2025-05-02 15:35,EXC001,OP1001,1,0,0.0894,1,1,0,work,Windy,Beginner,434,0.653
2025-05-02 15:36,EXC001,OP1001,1,0,0.091,0,1,0,work,Windy,Beginner,435,0.655
2025-05-02 15:37,EXC001,OP1001,1,0,0.091,0,1,0,work,Windy,Beginner,436,0.658
2025-05-02 15:38,EXC001,OP1001,1,0,0.0802,0,1,0,work,Windy,Beginner,437,0.66
2025-05-02 15:39,EXC001,OP1001,1,0,0.0808,0,1,0,work,Windy,Beginner,438,0.662
2025-05-02 15:40,EXC001,OP1001,1,0,0.0951,1,1,0,work,Windy,Beginner,439,0.665
2025-05-02 15:41,EXC001,OP1001,1,0,0.084,0,1,0,work,Windy,Beginner,440,0.667
2025-05-02 15:42,EXC001,OP1001,1,0,0.0965,0,1,0,work,Windy,Beginner,441,0.67
2025-05-02 15:43,EXC001,OP1001,1,0,0.0915,0,1,0,work,Windy,Beginner,442,0.672
2025-05-02 15:44,EXC001,OP1001,1,0,0.093,0,1,0,work,Windy,Beginner,443,0.674
2025-05-02 15:45,EXC001,OP1001,1,0,0.0975,0,1,0,work,Windy,Beginner,444,0.677
2025-05-02 15:46,EXC001,OP1001,1,0,0.0877,0,1,0,work,Windy,Beginner,445,0.679
2025-05-02 15:47,EXC001,OP1001,1,0,0.0819,0,1,0,work,Windy,Beginner,446,0.682
2025-05-02 15:48,EXC001,OP1001,1,0,0.0917,0,1,0,work,Windy,Beginner,447,0.684
2025-05-02 15:49,EXC001,OP1001,1,0,0.0923,0,1,0,work,Windy,Beginner,448,0.687
2025-05-02 15:50,EXC001,OP1001,1,0,0.0886,0,1,0,work,Windy,Beginner,449,0.689
2025-05-02 15:51,EXC001,OP1001,1,0,0.0917,1,1,0,work,Windy,Beginner,450,0.691
2025-05-02 15:52,EXC001,OP1001,1,0,0.0947,0,1,0,work,Windy,Beginner,451,0.694
2025-05-02 15:53,EXC001,OP1001,1,0,0.0884,0,1,0,work,Windy,Beginner,452,0.696
2025-05-02 15:54,EXC001,OP1001,1,0,0.0919,0,1,0,work,Windy,Beginner,453,0.699
2025-05-02 15:55,EXC001,OP1001,1,0,0.0904,0,1,0,work,Windy,Beginner,454,0.701
2025-05-02 15:56,EXC001,OP1001,1,0,0.0915,0,1,0,work,Windy,Beginner,455,0.703
2025-05-02 15:57,EXC001,OP1001,1,0,0.0814,0,1,0,work,Windy,Beginner,456,0.706
2025-05-02 15:58,EXC001,OP1001,1,0,0.0845,0,1,0,work,Windy,Beginner,457,0.708
2025-05-02 15:59,EXC001,OP1001,1,0,0.0841,0,1,0,work,Windy,Beginner,458,0.711
2025-05-02 16:00,EXC001,OP1001,1,1,0.0401,0,1,0,short_idle,Windy,Beginner,459,0.713
2025-05-02 16:01,EXC001,OP1001,1,1,0.0363,0,1,0,short_idle,Windy,Beginner,460,0.715
2025-05-02 16:02,EXC001,OP1001,1,1,0.0374,0,1,0,short_idle,Windy,Beginner,461,0.718
2025-05-02 16:03,EXC001,OP1001,1,1,0.0355,0,1,0,short_idle,Windy,Beginner,462,0.72
2025-05-02 16:04,EXC001,OP1001,1,1,0.0382,0,1,0,short_idle,Windy,Beginner,463,0.723
2025-05-02 16:05,EXC001,OP1001,1,1,0.0326,0,1,0,short_idle,Windy,Beginner,464,0.725
2025-05-02 16:06,EXC001,OP1001,1,1,0.0365,0,1,0,short_idle,Windy,Beginner,465,0.728
2025-05-02 16:07,EXC001,OP1001,1,1,0.038,0,1,0,short_idle,Windy,Beginner,466,0.73
2025-05-02 16:08,EXC001,OP1001,1,0,0.0924,0,1,1,work,Windy,Beginner,467,0.732
2025-05-02 16:09,EXC001,OP1001,1,0,0.091,0,1,0,work,Windy,Beginner,468,0.735
2025-05-02 16:10,EXC001,OP1001,1,0,0.097,0,1,0,work,Windy,Beginner,469,0.737
2025-05-02 16:11,EXC001,OP1001,1,0,0.0965,0,1,0,work,Windy,Beginner,470,0.74
2025-05-02 16:12,EXC001,OP1001,1,0,0.0788,0,1,0,work,Windy,Beginner,471,0.742
2025-05-02 16:13,EXC001,OP1001,1,0,0.0977,0,1,0,work,Windy,Beginner,472,0.744
2025-05-02 16:14,EXC001,OP1001,1,0,0.086,0,1,0,work,Windy,Beginner,473,0.747
2025-05-02 16:15,EXC001,OP1001,1,0,0.0991,1,1,0,work,Windy,Beginner,474,0.749
2025-05-02 16:16,EXC001,OP1001,1,0,0.0985,1,1,0,work,Windy,Beginner,475,0.752
2025-05-02 16:17,EXC001,OP1001,1,0,0.0792,0,1,0,work,Windy,Beginner,476,0.754
2025-05-02 16:18,EXC001,OP1001,1,0,0.0891,0,1,0,work,Windy,Beginner,477,0.756
2025-05-02 16:19,EXC001,OP1001,1,0,0.0864,0,1,0,work,Windy,Beginner,478,0.759
2025-05-02 16:20,EXC001,OP1001,1,0,0.087,0,1,0,work,Windy,Beginner,479,0.761
2025-05-02 16:21,EXC001,OP1001,1,0,0.0983,0,1,0,work,Windy,Beginner,480,0.764
2025-05-02 16:22,EXC001,OP1001,1,0,0.0785,0,1,0,work,Windy,Beginner,481,0.766
2025-05-02 16:23,EXC001,OP1001,1,0,0.0969,0,1,0,work,Windy,Beginner,482,0.769
2025-05-02 16:24,EXC001,OP1001,1,0,0.0799,0,1,0,work,Windy,Beginner,483,0.771
2025-05-02 16:25,EXC001,OP1001,1,0,0.0836,0,1,0,work,Windy,Beginner,484,0.773
2025-05-02 16:26,EXC001,OP1001,1,0,0.0972,0,1,0,work,Windy,Beginner,485,0.776
2025-05-02 16:27,EXC001,OP1001,1,0,0.0828,0,1,0,work,Windy,Beginner,486,0.778
2025-05-02 16:28,EXC001,OP1001,1,0,0.0815,0,1,0,work,Windy,Beginner,487,0.781
2025-05-02 16:29,EXC001,OP1001,1,1,0.039,0,1,0,work,Windy,Beginner,488,0.783
2025-05-02 16:30,EXC001,OP1001,1,0,0.0949,0,1,0,work,Windy,Beginner,489,0.785
2025-05-02 16:31,EXC001,OP1001,1,0,0.0797,0,1,0,work,Windy,Beginner,490,0.788
2025-05-02 16:32,EXC001,OP1001,1,0,0.0946,0,1,0,work,Windy,Beginner,491,0.79
2025-05-02 16:33,EXC001,OP1001,1,0,0.0963,0,1,0,work,Windy,Beginner,492,0.793
2025-05-02 16:34,EXC001,OP1001,1,0,0.096,0,1,0,work,Windy,Beginner,493,0.795
2025-05-02 16:35,EXC001,OP1001,1,0,0.088,0,1,0,work,Windy,Beginner,494,0.797
2025-05-02 16:36,EXC001,OP1001,1,0,0.0787,0,1,0,work,Windy,Beginner,495,0.8
2025-05-02 16:37,EXC001,OP1001,1,0,0.0861,0,1,0,work,Windy,Beginner,496,0.802
2025-05-02 16:38,EXC001,OP1001,1,0,0.0946,1,1,0,work,Windy,Beginner,497,0.805
2025-05-02 16:39,EXC001,OP1001,1,0,0.0977,0,1,0,work,Windy,Beginner,498,0.807
2025-05-02 16:40,EXC001,OP1001,1,0,0.089,0,1,0,work,Windy,Beginner,499,0.809
2025-05-02 16:41,EXC001,OP1001,1,0,0.0976,1,1,0,work,Windy,Beginner,500,0.812
2025-05-02 16:42,EXC001,OP1001,1,0,0.089,1,1,0,work,Windy,Beginner,501,0.814
2025-05-02 16:43,EXC001,OP1001,1,0,0.0866,1,1,0,work,Windy,Beginner,502,0.817
2025-05-02 16:44,EXC001,OP1001,1,0,0.0813,0,1,0,work,Windy,Beginner,503,0.819
2025-05-02 16:45,EXC001,OP1001,1,0,0.0938,0,1,0,work,Windy,Beginner,504,0.822
2025-05-02 16:46,EXC001,OP1001,1,0,0.0893,0,1,0,work,Windy,Beginner,505,0.824
2025-05-02 16:47,EXC001,OP1001,1,0,0.0851,0,1,0,work,Windy,Beginner,506,0.826
2025-05-02 16:48,EXC001,OP1001,1,0,0.0887,0,1,0,work,Windy,Beginner,507,0.829
2025-05-02 16:49,EXC001,OP1001,1,0,0.0925,0,1,0,work,Windy,Beginner,508,0.831
2025-05-02 16:50,EXC001,OP1001,1,0,0.0795,0,1,0,work,Windy,Beginner,509,0.834
2025-05-02 16:51,EXC001,OP1001,1,0,0.085,0,1,0,work,Windy,Beginner,510,0.836
2025-05-02 16:52,EXC001,OP1001,1,0,0.0789,0,1,0,work,Windy,Beginner,511,0.838
2025-05-02 16:53,EXC001,OP1001,1,0,0.0824,0,1,0,work,Windy,Beginner,512,0.841
2025-05-02 16:54,EXC001,OP1001,1,0,0.0853,0,1,0,work,Windy,Beginner,513,0.843
2025-05-02 16:55,EXC001,OP1001,1,0,0.0849,1,1,0,work,Windy,Beginner,514,0.846
2025-05-02 16:56,EXC001,OP1001,1,0,0.0917,0,1,0,work,Windy,Beginner,515,0.848
2025-05-02 16:57,EXC001,OP1001,1,0,0.0989,0,1,0,work,Windy,Beginner,516,0.85
2025-05-02 16:58,EXC001,OP1001,1,0,0.0882,0,1,0,work,Windy,Beginner,517,0.853
2025-05-02 16:59,EXC001,OP1001,1,0,0.0878,1,1,1,work,Windy,Beginner,518,0.855
2025-05-02 17:00,EXC001,OP1001,1,0,0.0861,1,1,1,work,Windy,Beginner,519,0.858
2025-05-02 17:01,EXC001,OP1001,1,0,0.0816,0,1,0,work,Windy,Beginner,520,0.86
2025-05-02 17:02,EXC001,OP1001,1,0,0.0924,0,1,0,work,Windy,Beginner,521,0.863
2025-05-02 17:03,EXC001,OP1001,1,0,0.0814,0,1,0,work,Windy,Beginner,522,0.865
2025-05-02 17:04,EXC001,OP1001,1,0,0.0945,0,1,0,work,Windy,Beginner,523,0.867
2025-05-02 17:05,EXC001,OP1001,1,0,0.0997,1,1,0,work,Windy,Beginner,524,0.87
2025-05-02 17:06,EXC001,OP1001,1,0,0.0941,0,1,0,work,Windy,Beginner,525,0.872
2025-05-02 17:07,EXC001,OP1001,1,0,0.0965,0,1,0,work,Windy,Beginner,526,0.875
2025-05-02 17:08,EXC001,OP1001,1,0,0.0811,1,1,1,work,Windy,Beginner,527,0.877
2025-05-02 17:09,EXC001,OP1001,1,0,0.088,0,1,0,work,Windy,Beginner,528,0.879
2025-05-02 17:10,EXC001,OP1001,1,0,0.0843,1,1,0,work,Windy,Beginner,529,0.882
2025-05-02 17:11,EXC001,OP1001,1,0,0.0892,1,1,0,work,Windy,Beginner,530,0.884
2025-05-02 17:12,EXC001,OP1001,1,0,0.0804,0,1,0,work,Windy,Beginner,531,0.887
2025-05-02 17:13,EXC001,OP1001,1,0,0.0972,0,1,0,work,Windy,Beginner,532,0.889
2025-05-02 17:14,EXC001,OP1001,1,0,0.0884,0,1,0,work,Windy,Beginner,533,0.891
2025-05-02 17:15,EXC001,OP1001,1,0,0.0991,0,1,0,work,Windy,Beginner,534,0.894
2025-05-02 17:16,EXC001,OP1001,1,0,0.0818,0,1,0,work,Windy,Beginner,535,0.896
2025-05-02 17:17,EXC001,OP1001,1,1,0.0387,0,1,0,short_idle,Windy,Beginner,536,0.899
2025-05-02 17:18,EXC001,OP1001,1,1,0.034,0,1,0,short_idle,Windy,Beginner,537,0.901
2025-05-02 17:19,EXC001,OP1001,1,1,0.032,0,1,0,short_idle,Windy,Beginner,538,0.904
2025-05-02 17:20,EXC001,OP1001,1,1,0.0319,0,1,0,short_idle,Windy,Beginner,539,0.906
2025-05-02 17:21,EXC001,OP1001,1,1,0.0399,0,1,0,short_idle,Windy,Beginner,540,0.908
2025-05-02 17:22,EXC001,OP1001,1,1,0.04,0,1,0,short_idle,Windy,Beginner,541,0.911
2025-05-02 17:23,EXC001,OP1001,1,1,0.0357,0,1,0,short_idle,Windy,Beginner,542,0.913
2025-05-02 17:24,EXC001,OP1001,1,1,0.0333,0,1,0,short_idle,Windy,Beginner,543,0.916
2025-05-02 17:25,EXC001,OP1001,1,0,0.1124,0,1,0,aggressive,Windy,Beginner,544,0.918
2025-05-02 17:26,EXC001,OP1001,1,0,0.1,0,1,0,aggressive,Windy,Beginner,545,0.92
2025-05-02 17:27,EXC001,OP1001,1,0,0.1103,0,1,0,aggressive,Windy,Beginner,546,0.923
2025-05-02 17:28,EXC001,OP1001,1,0,0.1001,0,1,0,aggressive,Windy,Beginner,547,0.925
2025-05-02 17:29,EXC001,OP1001,1,0,0.1113,0,1,0,aggressive,Windy,Beginner,548,0.928
2025-05-02 17:30,EXC001,OP1001,1,0,0.1225,0,1,0,aggressive,Windy,Beginner,549,0.93
2025-05-02 17:31,EXC001,OP1001,1,0,0.1153,0,1,0,aggressive,Windy,Beginner,550,0.932
2025-05-02 17:32,EXC001,OP1001,1,0,0.1129,0,1,0,aggressive,Windy,Beginner,551,0.935
2025-05-02 17:33,EXC001,OP1001,1,0,0.101,0,1,1,aggressive,Windy,Beginner,552,0.937
2025-05-02 17:34,EXC001,OP1001,1,0,0.1024,0,1,0,aggressive,Windy,Beginner,553,0.94
2025-05-02 17:35,EXC001,OP1001,1,0,0.1161,0,1,0,aggressive,Windy,Beginner,554,0.942
2025-05-02 17:36,EXC001,OP1001,1,0,0.1048,0,1,1,aggressive,Windy,Beginner,555,0.945
2025-05-02 17:37,EXC001,OP1001,1,0,0.1034,0,1,0,aggressive,Windy,Beginner,556,0.947
2025-05-02 17:38,EXC001,OP1001,1,0,0.1006,1,1,0,aggressive,Windy,Beginner,557,0.949
2025-05-02 17:39,EXC001,OP1001,1,0,0.1242,0,1,1,aggressive,Windy,Beginner,558,0.952
2025-05-02 17:40,EXC001,OP1001,1,0,0.1245,0,1,1,aggressive,Windy,Beginner,559,0.954
2025-05-02 17:41,EXC001,OP1001,1,0,0.1112,1,1,1,aggressive,Windy,Beginner,560,0.957
2025-05-02 17:42,EXC001,OP1001,1,0,0.1149,0,1,0,aggressive,Windy,Beginner,561,0.959
2025-05-02 17:43,EXC001,OP1001,1,0,0.1188,0,1,0,aggressive,Windy,Beginner,562,0.961
2025-05-02 17:44,EXC001,OP1001,1,0,0.109,0,1,1,aggressive,Windy,Beginner,563,0.964
2025-05-02 17:45,EXC001,OP1001,1,0,0.1235,0,1,0,aggressive,Windy,Beginner,564,0.966
2025-05-02 17:46,EXC001,OP1001,1,0,0.1131,0,1,0,aggressive,Windy,Beginner,565,0.969
2025-05-02 17:47,EXC001,OP1001,1,0,0.121,0,1,1,aggressive,Windy,Beginner,566,0.971
2025-05-02 17:48,EXC001,OP1001,1,0,0.123,0,1,1,aggressive,Windy,Beginner,567,0.973
2025-05-02 17:49,EXC001,OP1001,1,0,0.1203,0,1,0,aggressive,Windy,Beginner,568,0.976
2025-05-02 17:50,EXC001,OP1001,1,0,0.1079,0,1,1,aggressive,Windy,Beginner,569,0.978
2025-05-02 17:51,EXC001,OP1001,1,0,0.1023,0,1,0,aggressive,Windy,Beginner,570,0.981
2025-05-02 17:52,EXC001,OP1001,1,0,0.1248,0,1,0,aggressive,Windy,Beginner,571,0.983
2025-05-02 17:53,EXC001,OP1001,1,0,0.1074,0,1,0,aggressive,Windy,Beginner,572,0.986
2025-05-02 17:54,EXC001,OP1001,1,0,0.1216,0,1,1,aggressive,Windy,Beginner,573,0.988
2025-05-02 17:55,EXC001,OP1001,1,0,0.112,1,1,1,aggressive,Windy,Beginner,574,0.99
2025-05-02 17:56,EXC001,OP1001,1,0,0.1091,0,1,0,aggressive,Windy,Beginner,575,0.993
2025-05-02 17:57,EXC001,OP1001,1,0,0.0834,0,1,0,work,Windy,Beginner,576,0.995
2025-05-02 17:58,EXC001,OP1001,1,0,0.0832,0,1,0,work,Windy,Beginner,577,0.998
2025-05-02 17:59,EXC001,OP1001,1,0,0.0913,0,1,0,work,Windy,Beginner,578,1.0
2025-05-03 08:00,EXC001,OP1001,1,0,0.0848,0,1,0,work,Sunny,Intermediate,1,0.0
2025-05-03 08:01,EXC001,OP1001,1,0,0.0833,0,1,0,work,Sunny,Intermediate,2,0.0
2025-05-03 08:02,EXC001,OP1001,1,0,0.0847,0,1,0,work,Sunny,Intermediate,3,0.0
2025-05-03 08:03,EXC001,OP1001,1,0,0.0873,0,1,0,work,Sunny,Intermediate,4,0.0
2025-05-03 08:04,EXC001,OP1001,1,0,0.0762,0,1,0,work,Sunny,Intermediate,5,0.0
2025-05-03 08:05,EXC001,OP1001,1,0,0.0787,0,1,0,work,Sunny,Intermediate,6,0.0
2025-05-03 08:06,EXC001,OP1001,1,0,0.0935,0,1,0,work,Sunny,Intermediate,7,0.0
2025-05-03 08:07,EXC001,OP1001,1,0,0.0856,0,1,0,work,Sunny,Intermediate,8,0.0
2025-05-03 08:08,EXC001,OP1001,1,0,0.0922,0,1,0,work,Sunny,Intermediate,9,0.0
2025-05-03 08:09,EXC001,OP1001,1,0,0.0919,0,1,0,work,Sunny,Intermediate,10,0.0
2025-05-03 08:10,EXC001,OP1001,1,0,0.087,0,1,0,work,Sunny,Intermediate,11,0.0
2025-05-03 08:11,EXC001,OP1001,1,0,0.0788,0,1,0,work,Sunny,Intermediate,12,0.0
2025-05-03 08:12,EXC001,OP1001,1,0,0.0945,0,1,0,work,Sunny,Intermediate,13,0.0
2025-05-03 08:13,EXC001,OP1001,1,0,0.085,0,1,0,work,Sunny,Intermediate,14,0.0
2025-05-03 08:14,EXC001,OP1001,1,0,0.0933,0,1,0,work,Sunny,Intermediate,15,0.0
2025-05-03 08:15,EXC001,OP1001,1,0,0.0777,0,1,0,work,Sunny,Intermediate,16,0.0
2025-05-03 08:16,EXC001,OP1001,1,0,0.0902,1,1,0,work,Sunny,Intermediate,17,0.0
2025-05-03 08:17,EXC001,OP1001,1,0,0.0818,0,1,0,work,Sunny,Intermediate,18,0.0
2025-05-03 08:18,EXC001,OP1001,1,0,0.0851,0,1,0,work,Sunny,Intermediate,19,0.0
2025-05-03 08:19,EXC001,OP1001,1,0,0.0926,0,1,0,work,Sunny,Intermediate,20,0.0
2025-05-03 08:20,EXC001,OP1001,1,0,0.087,0,1,0,work,Sunny,Intermediate,21,0.0
2025-05-03 08:21,EXC001,OP1001,1,0,0.0856,0,1,0,work,Sunny,Intermediate,22,0.0
2025-05-03 08:22,EXC001,OP1001,1,0,0.0913,0,1,0,work,Sunny,Intermediate,23,0.0
2025-05-03 08:23,EXC001,OP1001,1,0,0.0795,1,1,0,work,Sunny,Intermediate,24,0.0
2025-05-03 08:24,EXC001,OP1001,1,0,0.0914,0,1,0,work,Sunny,Intermediate,25,0.0
2025-05-03 08:25,EXC001,OP1001,1,0,0.0818,0,1,0,work,Sunny,Intermediate,26,0.0
2025-05-03 08:26,EXC001,OP1001,1,0,0.0893,0,1,0,work,Sunny,Intermediate,27,0.0
2025-05-03 08:27,EXC001,OP1001,1,0,0.0808,0,1,0,work,Sunny,Intermediate,28,0.0
2025-05-03 08:28,EXC001,OP1001,1,0,0.0841,0,1,0,work,Sunny,Intermediate,29,0.0
2025-05-03 08:29,EXC001,OP1001,1,0,0.0881,0,1,0,work,Sunny,Intermediate,30,0.0
2025-05-03 08:30,EXC001,OP1001,1,0,0.0846,0,1,0,work,Sunny,Intermediate,31,0.0
2025-05-03 08:31,EXC001,OP1001,1,0,0.0919,0,1,0,work,Sunny,Intermediate,32,0.0
2025-05-03 08:32,EXC001,OP1001,1,0,0.0769,0,1,0,work,Sunny,Intermediate,33,0.0
2025-05-03 08:33,EXC001,OP1001,1,0,0.0898,1,1,0,work,Sunny,Intermediate,34,0.0
2025-05-03 08:34,EXC001,OP1001,1,0,0.0873,0,1,0,work,Sunny,Intermediate,35,0.0
2025-05-03 08:35,EXC001,OP1001,1,0,0.0905,0,1,0,work,Sunny,Intermediate,36,0.0
2025-05-03 08:36,EXC001,OP1001,1,0,0.0848,0,1,0,work,Sunny,Intermediate,37,0.0
2025-05-03 08:37,EXC001,OP1001,1,0,0.0838,0,1,0,work,Sunny,Intermediate,38,0.0
2025-05-03 08:38,EXC001,OP1001,1,0,0.0753,0,1,0,work,Sunny,Intermediate,39,0.0
2025-05-03 08:39,EXC001,OP1001,1,0,0.0933,1,1,0,work,Sunny,Intermediate,40,0.0
2025-05-03 08:40,EXC001,OP1001,1,0,0.093,0,1,0,work,Sunny,Intermediate,41,0.0
2025-05-03 08:41,EXC001,OP1001,1,0,0.0796,0,1,0,work,Sunny,Intermediate,42,0.0
2025-05-03 08:42,EXC001,OP1001,1,0,0.0858,0,1,0,work,Sunny,Intermediate,43,0.0
2025-05-03 08:43,EXC001,OP1001,1,0,0.0812,0,1,0,work,Sunny,Intermediate,44,0.0
2025-05-03 08:44,EXC001,OP1001,1,0,0.083,0,1,0,work,Sunny,Intermediate,45,0.0
2025-05-03 08:45,EXC001,OP1001,1,0,0.0913,0,1,0,work,Sunny,Intermediate,46,0.0
2025-05-03 08:46,EXC001,OP1001,1,0,0.086,0,1,0,work,Sunny,Intermediate,47,0.0
2025-05-03 08:47,EXC001,OP1001,1,0,0.0783,0,1,0,work,Sunny,Intermediate,48,0.0
2025-05-03 08:48,EXC001,OP1001,1,0,0.0927,0,1,0,work,Sunny,Intermediate,49,0.0
2025-05-03 08:49,EXC001,OP1001,1,0,0.0863,1,1,0,work,Sunny,Intermediate,50,0.0
2025-05-03 08:50,EXC001,OP1001,1,0,0.0792,0,1,0,work,Sunny,Intermediate,51,0.0
2025-05-03 08:51,EXC001,OP1001,1,0,0.0875,0,1,0,work,Sunny,Intermediate,52,0.0
2025-05-03 08:52,EXC001,OP1001,1,0,0.0776,0,1,0,work,Sunny,Intermediate,53,0.0
2025-05-03 08:53,EXC001,OP1001,1,0,0.0898,0,1,0,work,Sunny,Intermediate,54,0.0
2025-05-03 08:54,EXC001,OP1001,1,0,0.0805,0,1,0,work,Sunny,Intermediate,55,0.0
2025-05-03 08:55,EXC001,OP1001,1,0,0.0942,1,1,0,work,Sunny,Intermediate,56,0.0
2025-05-03 08:56,EXC001,OP1001,1,0,0.0768,0,1,0,work,Sunny,Intermediate,57,0.0
2025-05-03 08:57,EXC001,OP1001,1,0,0.0891,0,1,0,work,Sunny,Intermediate,58,0.0
2025-05-03 08:58,EXC001,OP1001,1,0,0.0873,0,1,0,work,Sunny,Intermediate,59,0.0
2025-05-03 08:59,EXC001,OP1001,1,0,0.087,0,1,0,work,Sunny,Intermediate,60,0.0
2025-05-03 09:00,EXC001,OP1001,1,0,0.0792,0,1,0,work,Sunny,Intermediate,61,0.0
2025-05-03 09:01,EXC001,OP1001,1,0,0.0756,0,1,0,work,Sunny,Intermediate,62,0.0
2025-05-03 09:02,EXC001,OP1001,1,0,0.0776,0,1,0,work,Sunny,Intermediate,63,0.0
2025-05-03 09:03,EXC001,OP1001,1,0,0.0847,0,1,0,work,Sunny,Intermediate,64,0.0
2025-05-03 09:04,EXC001,OP1001,1,0,0.0879,0,1,0,work,Sunny,Intermediate,65,0.0
2025-05-03 09:05,EXC001,OP1001,1,0,0.0941,0,1,0,work,Sunny,Intermediate,66,0.0
2025-05-03 09:06,EXC001,OP1001,1,0,0.0779,0,1,0,work,Sunny,Intermediate,67,0.0
2025-05-03 09:07,EXC001,OP1001,1,0,0.0826,0,1,0,work,Sunny,Intermediate,68,0.0
2025-05-03 09:08,EXC001,OP1001,1,0,0.076,0,1,0,work,Sunny,Intermediate,69,0.0
2025-05-03 09:09,EXC001,OP1001,1,0,0.0817,0,1,0,work,Sunny,Intermediate,70,0.0
2025-05-03 09:10,EXC001,OP1001,1,0,0.0912,0,1,0,work,Sunny,Intermediate,71,0.0
2025-05-03 09:11,EXC001,OP1001,1,0,0.0814,0,1,0,work,Sunny,Intermediate,72,0.0
2025-05-03 09:12,EXC001,OP1001,1,0,0.0848,0,1,0,work,Sunny,Intermediate,73,0.0
2025-05-03 09:13,EXC001,OP1001,1,0,0.0912,0,1,0,work,Sunny,Intermediate,74,0.0
2025-05-03 09:14,EXC001,OP1001,1,0,0.0771,0,1,0,work,Sunny,Intermediate,75,0.0
2025-05-03 09:15,EXC001,OP1001,1,0,0.0872,0,1,0,work,Sunny,Intermediate,76,0.0
2025-05-03 09:16,EXC001,OP1001,1,0,0.0783,0,1,0,work,Sunny,Intermediate,77,0.0
2025-05-03 09:17,EXC001,OP1001,1,0,0.0768,0,1,0,work,Sunny,Intermediate,78,0.0
2025-05-03 09:18,EXC001,OP1001,1,1,0.0303,0,0,0,short_idle,Sunny,Intermediate,79,0.0
2025-05-03 09:19,EXC001,OP1001,1,1,0.0308,0,1,0,short_idle,Sunny,Intermediate,80,0.0
