task_id,task_type,weather,operator_skill,machine_age,start_hour,estimated_min,actual_min,source
S00419,Grading,Sunny,Intermediate,1,12,60,60,synthetic
S00420,Grading,Sunny,Intermediate,0,17,30,31,synthetic
S00421,Trenching,Sunny,Expert,3,10,30,29,synthetic
S00422,Trenching,Sunny,Intermediate,10,10,35,38,synthetic
S00423,Trenching,Sunny,Expert,3,15,30,31,synthetic
S00424,Trenching,Cloudy,Intermediate,10,10,65,81,synthetic
S00425,Earth Excavation,Windy,Beginner,1,11,75,103,synthetic
S00426,Grading,Windy,Intermediate,5,8,50,64,synthetic
S00427,Material Loading,Cloudy,Expert,1,7,40,38,synthetic
S00428,Grading,Rainy,Intermediate,3,8,50,58,synthetic
S00429,Demolition,Sunny,Expert,5,9,95,96,synthetic
S00430,Demolition,Sunny,Beginner,9,16,95,145,synthetic
S00431,Grading,Sunny,Intermediate,5,9,35,38,synthetic
S00432,Earth Excavation,Cloudy,Intermediate,6,11,45,55,synthetic
S00433,Demolition,Rainy,Beginner,5,17,80,116,synthetic
S00434,Earth Excavation,Sunny,Intermediate,2,16,45,52,synthetic
S00435,Trenching,Sunny,Beginner,3,13,40,50,synthetic
S00436,Trenching,Rainy,Intermediate,0,7,30,35,synthetic
S00437,Trenching,Sunny,Intermediate,4,17,40,45,synthetic
S00438,Trenching,Cloudy,Intermediate,3,14,35,37,synthetic
S00439,Material Loading,Windy,Expert,8,12,20,24,synthetic
S00440,Trenching,Sunny,Beginner,9,8,45,58,synthetic
S00441,Grading,Sunny,Intermediate,7,11,55,60,synthetic
S00442,Trenching,Sunny,Beginner,5,14,35,48,synthetic
S00443,Material Loading,Sunny,Intermediate,6,14,20,20,synthetic
S00444,Grading,Rainy,Intermediate,5,8,55,64,synthetic
S00445,Demolition,Sunny,Intermediate,9,7,90,97,synthetic
S00446,Material Loading,Sunny,Intermediate,7,9,25,28,synthetic
S00447,Trenching,Cloudy,Intermediate,10,15,45,57,synthetic
S00448,Trenching,Cloudy,Beginner,1,17,50,70,synthetic
S00449,Trenching,Cloudy,Intermediate,5,17,30,38,synthetic
S00450,Earth Excavation,Sunny,Intermediate,7,15,40,46,synthetic
S00451,Earth Excavation,Cloudy,Beginner,10,13,75,114,synthetic
S00452,Material Loading,Sunny,Beginner,1,13,45,59,synthetic
S00453,Earth Excavation,Sunny,Intermediate,0,9,80,74,synthetic
S00454,Grading,Sunny,Expert,5,16,50,50,synthetic
S00455,Earth Excavation,Windy,Expert,1,14,50,46,synthetic
S00456,Trenching,Sunny,Expert,0,15,40,36,synthetic
S00457,Demolition,Windy,Intermediate,3,15,60,76,synthetic
S00458,Trenching,Sunny,Intermediate,8,12,45,52,synthetic
S00459,Trenching,Windy,Beginner,9,7,50,77,synthetic
S00460,Earth Excavation,Sunny,Intermediate,3,8,45,47,synthetic
S00461,Demolition,Sunny,Beginner,10,7,105,157,synthetic
S00462,Grading,Windy,Expert,3,9,25,29,synthetic
S00463,Earth Excavation,Cloudy,Intermediate,1,11,65,74,synthetic
S00464,Trenching,Cloudy,Intermediate,2,16,35,45,synthetic
S00465,Material Loading,Sunny,Expert,7,7,35,38,synthetic
S00466,Demolition,Sunny,Intermediate,10,16,85,97,synthetic
S00467,Earth Excavation,Sunny,Expert,5,16,40,34,synthetic
S00468,Material Loading,Rainy,Intermediate,9,12,35,44,synthetic
S00469,Demolition,Rainy,Expert,10,7,150,188,synthetic
S00470,Earth Excavation,Cloudy,Intermediate,8,9,85,103,synthetic
S00471,Earth Excavation,Cloudy,Intermediate,4,10,55,66,synthetic
S00472,Grading,Sunny,Intermediate,8,16,30,38,synthetic
S00473,Material Loading,Rainy,Intermediate,1,9,20,23,synthetic
S00474,Material Loading,Rainy,Expert,1,17,20,22,synthetic
S00475,Trenching,Cloudy,Expert,3,15,60,54,synthetic
S00476,Material Loading,Windy,Intermediate,10,9,20,24,synthetic
S00477,Material Loading,Cloudy,Intermediate,2,15,20,22,synthetic
S00478,Material Loading,Sunny,Beginner,5,13,45,61,synthetic
S00479,Demolition,Cloudy,Beginner,9,17,90,135,synthetic
S00480,Earth Excavation,Sunny,Intermediate,4,9,65,68,synthetic
S00481,Earth Excavation,Sunny,Beginner,1,9,40,50,synthetic
S00482,Demolition,Rainy,Beginner,1,7,65,86,synthetic
S00483,Demolition,Rainy,Beginner,9,14,115,163,synthetic
S00484,Material Loading,Windy,Intermediate,0,13,25,28,synthetic
S00485,Material Loading,Windy,Beginner,5,8,30,39,synthetic
S00486,Grading,Cloudy,Intermediate,0,7,40,42,synthetic
S00487,Demolition,Cloudy,Intermediate,6,14,110,129,synthetic
S00488,Trenching,Cloudy,Intermediate,0,13,60,57,synthetic
S00489,Earth Excavation,Rainy,Intermediate,6,14,50,60,synthetic
S00490,Trenching,Rainy,Expert,9,16,50,67,synthetic
S00491,Demolition,Sunny,Intermediate,9,16,110,116,synthetic
S00492,Trenching,Sunny,Intermediate,8,8,50,60,synthetic
S00493,Earth Excavation,Cloudy,Beginner,10,9,55,76,synthetic
S00494,Trenching,Sunny,Beginner,9,15,40,55,synthetic
S00495,Material Loading,Windy,Intermediate,2,11,20,24,synthetic
S00496,Demolition,Cloudy,Beginner,10,13,140,221,synthetic
S00497,Grading,Sunny,Intermediate,6,14,50,57,synthetic
S00498,Material Loading,Sunny,Expert,6,17,45,44,synthetic
S00499,Earth Excavation,Cloudy,Intermediate,7,11,65,68,synthetic
S00500,Trenching,Rainy,Expert,3,8,30,31,synthetic
S00501,Demolition,Sunny,Expert,4,13,105,105,synthetic
S00502,Grading,Sunny,Beginner,10,17,45,69,synthetic
S00503,Demolition,Cloudy,Intermediate,6,14,135,163,synthetic
S00504,Material Loading,Cloudy,Beginner,1,15,20,27,synthetic
S00505,Trenching,Cloudy,Intermediate,0,11,30,34,synthetic
S00506,Demolition,Sunny,Intermediate,0,17,80,79,synthetic
S00507,Grading,Cloudy,Expert,2,12,35,34,synthetic
S00508,Grading,Cloudy,Expert,10,7,55,62,synthetic
S00509,Trenching,Cloudy,Expert,6,14,45,51,synthetic
S00510,Trenching,Sunny,Intermediate,5,7,50,60,synthetic
S00511,Material Loading,Sunny,Beginner,7,13,40,55,synthetic
S00512,Material Loading,Cloudy,Intermediate,2,14,45,54,synthetic
S00513,Demolition,Sunny,Beginner,3,16,70,105,synthetic
S00514,Grading,Sunny,Expert,9,10,30,30,synthetic
S00515,Trenching,Rainy,Intermediate,7,16,45,59,synthetic
S00516,Demolition,Windy,Expert,5,7,70,80,synthetic
S00517,Demolition,Sunny,Beginner,9,14,145,215,synthetic
S00518,Grading,Sunny,Expert,5,13,50,44,synthetic
S00519,Grading,Windy,Intermediate,10,16,45,51,synthetic
S00520,Trenching,Cloudy,Expert,3,9,60,65,synthetic
S00521,Material Loading,Rainy,Beginner,10,17,45,81,synthetic
S00522,Material Loading,Sunny,Intermediate,7,13,45,45,synthetic
S00523,Earth Excavation,Sunny,Expert,6,12,50,50,synthetic
S00524,Material Loading,Sunny,Intermediate,2,12,35,39,synthetic
S00525,Trenching,Rainy,Expert,9,15,60,75,synthetic
S00526,Trenching,Windy,Expert,3,15,65,70,synthetic
S00527,Earth Excavation,Windy,Beginner,1,11,70,99,synthetic
S00528,Trenching,Windy,Intermediate,2,11,60,60,synthetic
S00529,Material Loading,Rainy,Expert,7,11,20,22,synthetic
S00530,Material Loading,Rainy,Intermediate,4,16,25,32,synthetic
S00531,Grading,Cloudy,Intermediate,6,11,45,51,synthetic
S00532,Material Loading,Cloudy,Intermediate,1,12,30,31,synthetic
S00533,Grading,Rainy,Intermediate,6,16,50,63,synthetic
S00534,Earth Excavation,Rainy,Expert,3,9,65,68,synthetic
S00535,Earth Excavation,Windy,Intermediate,4,11,50,58,synthetic
S00536,Trenching,Sunny,Beginner,8,16,70,99,synthetic
S00537,Demolition,Cloudy,Beginner,7,12,95,137,synthetic
S00538,Grading,Cloudy,Intermediate,5,16,50,65,synthetic
S00539,Trenching,Windy,Intermediate,0,9,35,34,synthetic
S00540,Earth Excavation,Cloudy,Expert,5,17,80,86,synthetic
S00541,Material Loading,Rainy,Intermediate,2,10,35,38,synthetic
S00542,Material Loading,Rainy,Intermediate,3,8,25,28,synthetic
S00543,Material Loading,Sunny,Expert,2,13,45,46,synthetic
S00544,Material Loading,Sunny,Intermediate,0,12,25,28,synthetic
S00545,Earth Excavation,Rainy,Expert,5,8,65,72,synthetic
S00546,Demolition,Sunny,Beginner,8,9,90,113,synthetic
S00547,Demolition,Rainy,Expert,5,16,60,63,synthetic
S00548,Material Loading,Rainy,Beginner,5,14,45,68,synthetic
S00549,Material Loading,Windy,Intermediate,6,8,35,39,synthetic
S00550,Earth Excavation,Sunny,Beginner,0,14,40,51,synthetic
S00551,Demolition,Rainy,Expert,2,16,150,166,synthetic
S00552,Trenching,Cloudy,Intermediate,6,12,60,70,synthetic
S00553,Material Loading,Sunny,Expert,1,14,20,20,synthetic
S00554,Trenching,Cloudy,Intermediate,7,12,35,39,synthetic
S00555,Material Loading,Sunny,Beginner,5,15,30,38,synthetic
S00556,Demolition,Cloudy,Intermediate,9,10,135,153,synthetic
S00557,Grading,Cloudy,Beginner,6,7,50,74,synthetic
S00558,Grading,Sunny,Expert,6,15,25,27,synthetic
S00559,Demolition,Rainy,Expert,2,14,75,79,synthetic
S00560,Material Loading,Sunny,Intermediate,8,13,20,21,synthetic
S00561,Earth Excavation,Cloudy,Expert,6,7,85,85,synthetic
S00562,Demolition,Cloudy,Intermediate,2,9,145,151,synthetic
S00563,Material Loading,Cloudy,Expert,6,12,40,44,synthetic
S00564,Grading,Cloudy,Intermediate,5,9,45,60,synthetic
S00565,Grading,Sunny,Beginner,5,11,25,37,synthetic
S00566,Grading,Sunny,Intermediate,6,7,30,33,synthetic
S00567,Grading,Sunny,Intermediate,3,15,35,41,synthetic
S00568,Material Loading,Cloudy,Beginner,10,11,40,63,synthetic
S00569,Demolition,Sunny,Intermediate,5,8,95,101,synthetic
S00570,Demolition,Cloudy,Intermediate,3,17,70,80,synthetic
S00571,Grading,Sunny,Intermediate,4,9,45,46,synthetic
S00572,Demolition,Sunny,Expert,3,12,75,71,synthetic
S00573,Earth Excavation,Cloudy,Expert,3,10,45,47,synthetic
S00574,Trenching,Windy,Expert,4,8,35,36,synthetic
S00575,Earth Excavation,Cloudy,Beginner,7,13,45,76,synthetic
S00576,Grading,Sunny,Beginner,9,13,25,36,synthetic
S00577,Earth Excavation,Sunny,Beginner,4,17,55,75,synthetic
S00578,Grading,Sunny,Beginner,4,17,45,59,synthetic
S00579,Grading,Cloudy,Expert,1,14,50,51,synthetic
S00580,Trenching,Rainy,Expert,9,7,35,40,synthetic
S00581,Grading,Sunny,Expert,1,14,60,52,synthetic
S00582,Earth Excavation,Cloudy,Intermediate,5,11,70,74,synthetic
S00583,Material Loading,Cloudy,Expert,7,16,35,39,synthetic
S00584,Grading,Sunny,Intermediate,10,9,40,47,synthetic
S00585,Earth Excavation,Rainy,Expert,10,8,90,112,synthetic
S00586,Grading,Rainy,Intermediate,0,17,40,45,synthetic
S00587,Demolition,Sunny,Beginner,5,17,70,95,synthetic
S00588,Earth Excavation,Sunny,Expert,3,9,55,50,synthetic
S00589,Earth Excavation,Sunny,Beginner,8,13,80,112,synthetic
S00590,Demolition,Sunny,Intermediate,1,13,105,114,synthetic
S00591,Trenching,Sunny,Intermediate,2,17,45,48,synthetic
S00592,Material Loading,Rainy,Intermediate,2,14,45,51,synthetic
S00593,Earth Excavation,Sunny,Expert,7,13,70,79,synthetic
S00594,Grading,Cloudy,Expert,10,8,30,31,synthetic
S00595,Grading,Sunny,Beginner,10,13,50,73,synthetic
S00596,Earth Excavation,Sunny,Intermediate,9,17,60,76,synthetic
S00597,Grading,Sunny,Intermediate,3,15,50,59,synthetic
S00598,Trenching,Sunny,Intermediate,3,7,60,63,synthetic
S00599,Trenching,Rainy,Beginner,4,14,40,63,synthetic
S00600,Demolition,Sunny,Beginner,6,10,120,160,synthetic
S00601,Trenching,Cloudy,Intermediate,1,10,60,65,synthetic
S00602,Trenching,Cloudy,Beginner,7,11,40,59,synthetic
S00603,Trenching,Sunny,Expert,1,17,30,27,synthetic
S00604,Grading,Sunny,Expert,6,13,45,45,synthetic
S00605,Trenching,Sunny,Beginner,4,15,65,81,synthetic
S00606,Earth Excavation,Windy,Intermediate,8,9,60,73,synthetic
S00607,Material Loading,Rainy,Intermediate,6,13,20,24,synthetic
S00608,Earth Excavation,Sunny,Expert,2,13,45,44,synthetic
S00609,Earth Excavation,Sunny,Beginner,0,11,50,59,synthetic
S00610,Grading,Sunny,Intermediate,3,7,30,34,synthetic
S00611,Earth Excavation,Rainy,Intermediate,0,16,80,93,synthetic
S00612,Earth Excavation,Sunny,Intermediate,2,9,70,83,synthetic
S00613,Trenching,Rainy,Beginner,5,10,55,82,synthetic
S00614,Material Loading,Windy,Intermediate,4,16,30,34,synthetic
S00615,Earth Excavation,Cloudy,Beginner,9,7,80,114,synthetic
S00616,Trenching,Sunny,Expert,10,17,45,45,synthetic
S00617,Earth Excavation,Cloudy,Beginner,0,14,85,103,synthetic
S00618,Grading,Windy,Expert,3,10,45,46,synthetic
S00619,Trenching,Cloudy,Intermediate,5,13,55,59,synthetic
S00620,Grading,Sunny,Expert,7,8,45,47,synthetic
S00621,Demolition,Sunny,Intermediate,7,9,90,95,synthetic
S00622,Trenching,Windy,Intermediate,1,11,35,37,synthetic
S00623,Material Loading,Rainy,Expert,5,15,20,26,synthetic
S00624,Material Loading,Sunny,Beginner,0,10,20,25,synthetic
S00625,Material Loading,Rainy,Expert,4,14,50,48,synthetic
S00626,Earth Excavation,Sunny,Beginner,3,7,75,88,synthetic
S00627,Trenching,Sunny,Expert,5,10,40,40,synthetic
S00628,Demolition,Sunny,Beginner,8,17,65,89,synthetic
S00629,Demolition,Cloudy,Intermediate,0,14,70,78,synthetic
S00630,Earth Excavation,Cloudy,Expert,3,17,45,44,synthetic
S00631,Earth Excavation,Cloudy,Beginner,3,7,75,107,synthetic
S00632,Grading,Cloudy,Expert,6,17,35,38,synthetic
S00633,Demolition,Sunny,Expert,10,7,100,116,synthetic
S00634,Earth Excavation,Sunny,Expert,3,9,80,75,synthetic
S00635,Trenching,Cloudy,Intermediate,8,11,50,62,synthetic
S00636,Material Loading,Windy,Expert,5,15,20,22,synthetic
S00637,Demolition,Windy,Intermediate,9,11,140,181,synthetic
S00638,Trenching,Sunny,Expert,6,10,30,32,synthetic
S00639,Demolition,Sunny,Intermediate,9,15,130,146,synthetic
S00640,Grading,Sunny,Expert,9,10,25,27,synthetic
S00641,Earth Excavation,Sunny,Intermediate,8,15,75,83,synthetic
S00642,Material Loading,Cloudy,Intermediate,1,11,25,31,synthetic
S00643,Earth Excavation,Sunny,Expert,0,8,65,61,synthetic
S00644,Trenching,Sunny,Intermediate,7,16,40,44,synthetic
S00645,Grading,Sunny,Expert,9,13,55,59,synthetic
S00646,Trenching,Cloudy,Beginner,1,17,60,86,synthetic
S00647,Material Loading,Sunny,Intermediate,3,15,25,25,synthetic
S00648,Demolition,Sunny,Intermediate,0,7,85,80,synthetic
S00649,Trenching,Sunny,Intermediate,0,9,30,29,synthetic
S00650,Demolition,Sunny,Beginner,10,17,125,171,synthetic
S00651,Earth Excavation,Rainy,Intermediate,6,16,70,98,synthetic
S00652,Material Loading,Sunny,Intermediate,6,14,35,40,synthetic
S00653,Earth Excavation,Sunny,Expert,9,14,50,52,synthetic
S00654,Earth Excavation,Sunny,Expert,5,10,60,54,synthetic
S00655,Grading,Cloudy,Intermediate,0,17,45,49,synthetic
S00656,Demolition,Sunny,Intermediate,1,17,105,104,synthetic
S00657,Material Loading,Rainy,Beginner,3,7,25,33,synthetic
S00658,Trenching,Sunny,Intermediate,1,17,30,31,synthetic
S00659,Material Loading,Sunny,Intermediate,5,7,35,35,synthetic
S00660,Demolition,Sunny,Expert,3,7,65,64,synthetic
S00661,Grading,Cloudy,Beginner,2,16,50,70,synthetic
S00662,Earth Excavation,Sunny,Intermediate,0,17,80,81,synthetic
S00663,Grading,Sunny,Expert,2,10,25,23,synthetic
S00664,Material Loading,Cloudy,Expert,2,10,45,43,synthetic
S00665,Trenching,Cloudy,Expert,4,14,35,34,synthetic
S00666,Earth Excavation,Sunny,Beginner,9,7,70,88,synthetic
S00667,Demolition,Cloudy,Intermediate,3,10,60,65,synthetic
S00668,Demolition,Cloudy,Intermediate,9,10,100,115,synthetic
S00669,Trenching,Sunny,Intermediate,7,10,50,52,synthetic
S00670,Trenching,Sunny,Expert,0,16,55,50,synthetic
S00671,Demolition,Cloudy,Expert,7,11,135,144,synthetic
S00672,Grading,Windy,Intermediate,0,10,55,72,synthetic
S00673,Material Loading,Sunny,Intermediate,6,14,45,48,synthetic
S00674,Demolition,Sunny,Intermediate,9,8,145,177,synthetic
S00675,Trenching,Rainy,Expert,9,17,65,84,synthetic
S00676,Grading,Cloudy,Intermediate,9,7,25,32,synthetic
S00677,Material Loading,Rainy,Beginner,8,15,35,55,synthetic
S00678,Trenching,Sunny,Intermediate,8,14,40,45,synthetic
S00679,Material Loading,Sunny,Expert,6,9,35,32,synthetic
S00680,Earth Excavation,Rainy,Expert,3,16,80,83,synthetic
S00681,Trenching,Sunny,Intermediate,3,12,55,55,synthetic
S00682,Demolition,Rainy,Beginner,7,13,135,200,synthetic
S00683,Demolition,Sunny,Expert,1,13,145,126,synthetic
S00684,Material Loading,Cloudy,Expert,3,9,25,24,synthetic
S00685,Earth Excavation,Rainy,Intermediate,1,10,40,48,synthetic
S00686,Grading,Rainy,Intermediate,0,14,50,53,synthetic
S00687,Grading,Windy,Expert,6,15,25,26,synthetic
S00688,Earth Excavation,Rainy,Expert,2,11,85,88,synthetic
S00689,Trenching,Rainy,Expert,1,15,30,30,synthetic
S00690,Trenching,Windy,Intermediate,8,11,40,46,synthetic
S00691,Grading,Cloudy,Intermediate,7,11,40,42,synthetic
S00692,Material Loading,Cloudy,Beginner,3,11,45,65,synthetic
S00693,Earth Excavation,Cloudy,Intermediate,2,15,80,88,synthetic
S00694,Trenching,Cloudy,Expert,3,13,60,60,synthetic
S00695,Demolition,Sunny,Intermediate,6,15,135,143,synthetic
S00696,Grading,Rainy,Intermediate,9,11,50,68,synthetic
S00697,Trenching,Rainy,Intermediate,0,13,30,41,synthetic
S00698,Material Loading,Sunny,Intermediate,5,17,45,53,synthetic
S00699,Earth Excavation,Windy,Beginner,9,15,90,131,synthetic
S00700,Demolition,Rainy,Intermediate,5,12,75,100,synthetic
S00701,Demolition,Cloudy,Intermediate,10,11,65,85,synthetic
S00702,Demolition,Cloudy,Beginner,5,7,70,98,synthetic
S00703,Earth Excavation,Rainy,Expert,3,15,60,74,synthetic
S00704,Grading,Sunny,Expert,3,16,45,46,synthetic
S00705,Material Loading,Sunny,Expert,7,12,45,47,synthetic
S00706,Demolition,Rainy,Expert,5,16,150,176,synthetic
S00707,Trenching,Sunny,Intermediate,0,15,40,38,synthetic
S00708,Material Loading,Cloudy,Intermediate,5,14,45,51,synthetic
S00709,Earth Excavation,Windy,Expert,3,15,85,95,synthetic
S00710,Earth Excavation,Sunny,Beginner,1,15,60,77,synthetic
S00711,Trenching,Sunny,Intermediate,6,11,40,48,synthetic
S00712,Material Loading,Sunny,Intermediate,0,15,25,27,synthetic
S00713,Grading,Windy,Intermediate,9,15,35,45,synthetic
S00714,Earth Excavation,Sunny,Beginner,4,15,60,77,synthetic
S00715,Trenching,Sunny,Expert,5,17,60,62,synthetic
S00716,Trenching,Sunny,Expert,0,12,45,42,synthetic
S00717,Material Loading,Sunny,Expert,2,9,45,40,synthetic
S00718,Trenching,Sunny,Intermediate,5,13,35,38,synthetic
S00719,Demolition,Sunny,Intermediate,3,8,110,119,synthetic
S00720,Trenching,Sunny,Intermediate,8,11,65,70,synthetic
S00721,Material Loading,Windy,Intermediate,2,14,40,44,synthetic
S00722,Earth Excavation,Windy,Expert,5,13,45,49,synthetic
S00723,Material Loading,Rainy,Expert,0,9,35,37,synthetic
S00724,Material Loading,Sunny,Expert,1,15,35,32,synthetic
S00725,Material Loading,Sunny,Beginner,2,11,20,28,synthetic
S00726,Material Loading,Sunny,Expert,10,10,45,50,synthetic
S00727,Grading,Sunny,Expert,9,11,35,36,synthetic
S00728,Material Loading,Windy,Expert,5,16,20,23,synthetic
S00729,Trenching,Sunny,Intermediate,3,8,35,37,synthetic
S00730,Earth Excavation,Cloudy,Intermediate,8,10,65,73,synthetic
S00731,Demolition,Sunny,Beginner,10,13,130,192,synthetic
S00732,Demolition,Sunny,Intermediate,10,11,60,63,synthetic
S00733,Earth Excavation,Sunny,Expert,4,17,45,49,synthetic
S00734,Trenching,Cloudy,Expert,6,8,45,49,synthetic
S00735,Trenching,Sunny,Intermediate,6,7,60,64,synthetic
S00736,Earth Excavation,Sunny,Beginner,4,13,60,85,synthetic
S00737,Material Loading,Sunny,Expert,2,14,20,18,synthetic
S00738,Demolition,Rainy,Beginner,10,17,125,204,synthetic
S00739,Demolition,Rainy,Beginner,4,15,135,217,synthetic
S00740,Material Loading,Cloudy,Intermediate,7,16,30,36,synthetic
S00741,Grading,Windy,Beginner,6,9,50,81,synthetic
S00742,Earth Excavation,Windy,Beginner,4,13,75,116,synthetic
S00743,Demolition,Sunny,Beginner,5,14,75,102,synthetic
S00744,Grading,Sunny,Expert,0,16,40,37,synthetic
S00745,Earth Excavation,Sunny,Intermediate,9,16,40,48,synthetic
S00746,Material Loading,Cloudy,Expert,8,11,25,27,synthetic
S00747,Grading,Sunny,Intermediate,3,10,40,43,synthetic
S00748,Trenching,Sunny,Beginner,4,7,35,43,synthetic
S00749,Demolition,Cloudy,Beginner,2,10,65,90,synthetic
S00750,Trenching,Windy,Beginner,4,14,55,73,synthetic
S00751,Material Loading,Rainy,Intermediate,6,7,40,48,synthetic
S00752,Earth Excavation,Rainy,Expert,3,17,85,92,synthetic
S00753,Trenching,Windy,Beginner,5,8,50,69,synthetic
S00754,Grading,Sunny,Expert,0,7,50,45,synthetic
S00755,Earth Excavation,Cloudy,Intermediate,5,15,65,79,synthetic
S00756,Earth Excavation,Sunny,Expert,0,10,50,48,synthetic
S00757,Trenching,Cloudy,Expert,8,13,30,34,synthetic
S00758,Trenching,Sunny,Intermediate,9,13,60,70,synthetic
S00759,Grading,Sunny,Intermediate,0,10,40,42,synthetic
S00760,Demolition,Cloudy,Beginner,1,12,135,174,synthetic
S00761,Material Loading,Sunny,Intermediate,1,10,40,39,synthetic
S00762,Grading,Cloudy,Intermediate,8,11,45,48,synthetic
S00763,Trenching,Cloudy,Intermediate,10,7,40,47,synthetic
S00764,Material Loading,Cloudy,Intermediate,5,14,25,28,synthetic
S00765,Trenching,Sunny,Intermediate,0,10,60,63,synthetic
S00766,Material Loading,Sunny,Intermediate,4,13,25,28,synthetic
S00767,Trenching,Rainy,Intermediate,4,7,60,68,synthetic
S00768,Demolition,Sunny,Intermediate,2,17,60,61,synthetic
S00769,Trenching,Cloudy,Expert,7,12,50,47,synthetic
S00770,Demolition,Sunny,Expert,6,17,75,75,synthetic
S00771,Trenching,Sunny,Beginner,8,11,30,46,synthetic
S00772,Material Loading,Cloudy,Intermediate,3,17,45,53,synthetic
S00773,Material Loading,Windy,Beginner,4,9,50,70,synthetic
S00774,Demolition,Cloudy,Intermediate,9,17,120,127,synthetic
S00775,Grading,Sunny,Intermediate,6,9,35,39,synthetic
S00776,Grading,Cloudy,Intermediate,1,11,50,52,synthetic
S00777,Earth Excavation,Cloudy,Beginner,7,16,80,117,synthetic
S00778,Earth Excavation,Sunny,Beginner,6,11,60,80,synthetic
S00779,Material Loading,Cloudy,Intermediate,8,11,35,39,synthetic
S00780,Demolition,Windy,Intermediate,0,9,135,166,synthetic
S00781,Trenching,Sunny,Beginner,1,17,50,64,synthetic
S00782,Grading,Sunny,Intermediate,6,12,45,50,synthetic
S00783,Material Loading,Cloudy,Intermediate,8,8,30,34,synthetic
S00784,Demolition,Cloudy,Expert,9,8,75,82,synthetic
S00785,Trenching,Rainy,Expert,9,10,35,43,synthetic
S00786,Trenching,Rainy,Beginner,1,7,65,85,synthetic
S00787,Trenching,Sunny,Beginner,0,11,70,90,synthetic
S00788,Material Loading,Sunny,Intermediate,10,10,20,21,synthetic
S00789,Material Loading,Sunny,Expert,0,8,35,29,synthetic
S00790,Material Loading,Sunny,Intermediate,6,7,20,24,synthetic
S00791,Demolition,Cloudy,Expert,10,14,60,65,synthetic
S00792,Material Loading,Sunny,Intermediate,0,11,30,28,synthetic
S00793,Material Loading,Windy,Intermediate,5,17,25,29,synthetic
S00794,Material Loading,Sunny,Expert,0,9,30,27,synthetic
S00795,Grading,Sunny,Intermediate,1,8,25,24,synthetic
S00796,Trenching,Sunny,Beginner,3,12,40,48,synthetic
S00797,Earth Excavation,Sunny,Expert,2,13,65,62,synthetic
S00798,Demolition,Sunny,Beginner,4,13,75,103,synthetic
S00799,Grading,Sunny,Intermediate,3,14,30,29,synthetic
S00800,Demolition,Windy,Intermediate,8,15,75,105,synthetic
S00801,Material Loading,Cloudy,Intermediate,7,16,40,48,synthetic
S00802,Earth Excavation,Cloudy,Intermediate,8,8,55,66,synthetic
S00803,Grading,Sunny,Beginner,0,16,35,40,synthetic
S00804,Material Loading,Windy,Expert,8,12,40,44,synthetic
S00805,Grading,Sunny,Expert,0,14,30,26,synthetic
S00806,Earth Excavation,Sunny,Intermediate,7,16,70,87,synthetic
S00807,Earth Excavation,Sunny,Beginner,4,15,50,64,synthetic
S00808,Grading,Cloudy,Expert,2,8,50,50,synthetic
S00809,Grading,Windy,Intermediate,9,8,35,44,synthetic
S00810,Material Loading,Sunny,Intermediate,1,7,40,40,synthetic
S00811,Material Loading,Sunny,Intermediate,10,11,40,43,synthetic
S00812,Trenching,Sunny,Intermediate,5,12,40,41,synthetic
S00813,Trenching,Sunny,Intermediate,7,8,50,59,synthetic
S00814,Grading,Sunny,Beginner,1,9,50,67,synthetic
S00815,Trenching,Cloudy,Intermediate,5,16,50,57,synthetic
S00816,Material Loading,Sunny,Intermediate,3,16,40,44,synthetic
S00817,Demolition,Windy,Intermediate,5,12,120,160,synthetic
S00818,Grading,Cloudy,Beginner,3,15,50,72,synthetic
S00819,Demolition,Sunny,Beginner,5,12,110,142,synthetic
S00820,Material Loading,Sunny,Beginner,4,17,40,53,synthetic
S00821,Earth Excavation,Rainy,Intermediate,5,16,65,95,synthetic
S00822,Grading,Cloudy,Intermediate,1,12,45,48,synthetic
S00823,Earth Excavation,Rainy,Beginner,1,15,65,97,synthetic
S00824,Earth Excavation,Sunny,Expert,5,12,65,63,synthetic
S00825,Earth Excavation,Sunny,Intermediate,0,11,40,42,synthetic
S00826,Material Loading,Sunny,Intermediate,4,16,30,35,synthetic
S00827,Grading,Cloudy,Expert,7,10,40,40,synthetic
S00828,Trenching,Sunny,Intermediate,7,7,45,50,synthetic
S00829,Trenching,Windy,Intermediate,2,14,50,48,synthetic
S00830,Trenching,Cloudy,Beginner,3,13,40,57,synthetic
S00831,Demolition,Rainy,Beginner,8,8,115,168,synthetic
S00832,Trenching,Rainy,Beginner,7,8,45,72,synthetic
S00833,Earth Excavation,Sunny,Intermediate,4,14,40,44,synthetic
S00834,Grading,Cloudy,Expert,10,8,55,61,synthetic
S00835,Grading,Sunny,Expert,0,15,30,24,synthetic
S00836,Earth Excavation,Rainy,Intermediate,2,9,70,86,synthetic
S00837,Material Loading,Cloudy,Expert,2,10,30,32,synthetic
S00838,Trenching,Sunny,Intermediate,0,14,30,31,synthetic
S00839,Earth Excavation,Sunny,Intermediate,3,7,85,95,synthetic
S00840,Material Loading,Rainy,Expert,7,13,20,21,synthetic
S00841,Demolition,Windy,Expert,7,7,110,135,synthetic
